assembly	biosample	coverage	organism	strain	human_related	collection_date	country	city	assembly_source	genome_size	gc_content	n_count	contig_count	longest_contig	N50	N95	busco_complete_perc	kraken2_taxid	kraken2_taxon_name	kraken2_taxid_freq	mlst	mlst_genes_detected	k_serotype	k_confidence	oc_serotype	oc_confidence	aminoglycoside	beta_lactam	colistin	fosfomycin	fusidicacid	glycopeptide	macrolide	misc	nitroimidazole	oxazolidinone	phenicol	pseudomonicacid	quinolone	rifampicin	sulphonamide	tetracycline	trimethoprim	carO	ISAba1	blaOXA51like	carbapenem	fluoroquinolone	crab	qc_pass	continent	region23	country_iso2c	serotype	collection_day	collection_year	filtered	downsampled
GCF_003711855.1	SAMN10338983	89	Acinetobacter baumannii	VB28046	TRUE	2017	India	vellore	NCBI	3954783	0.39	0	115	364463	110182	16734	99.1	470	Acinetobacter baumannii	69.57	ST2	7	KL234	Good	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-66					mph(E)|msr(E)				catB8				sul1	tet(B)		TRUE	TRUE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL234	2017-04-10	2017	TRUE	TRUE
GCF_003711885.1	SAMN10338982	83	Acinetobacter baumannii	VB24319	TRUE	2017	India	vellore	NCBI	4054710	0.389	0	206	228523	74409	10504	98.3	470	Acinetobacter baumannii	75.24	ST1	7	KL17	High	OCL5	Very high	aph(3'')-Ib|aph(6)-Id	blaADC-25|blaNDM-1|blaOXA-371					mph(E)|msr(E)											TRUE	TRUE	FALSE	blaNDM-1	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST1-KL17	2017-05-12	2017	TRUE	TRUE
GCF_003711895.1	SAMN10338981	70	Acinetobacter baumannii	VB25836	TRUE	2017	India	vellore	NCBI	4003999	0.389	0	185	222288	99560	16485	98.1	470	Acinetobacter baumannii	52.43	ST2	7	KL3	Good	OCL1	Very high	aph(3'')-Ib|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)								sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL3	2017-04-16	2017	TRUE	TRUE
GCF_004768705.1	SAMN11311113	78	Acinetobacter baumannii	ACN21	TRUE	2018	India		NCBI	4045550	0.39	0	9	3827138	3827138	116047	99.6	470	Acinetobacter baumannii	100	ST85	7	KL152	Perfect	OCL5	Perfect	ant(2'')-Ia|aph(3')-VI|armA	blaADC-25|blaCARB-2|blaNDM-1|blaOXA-420|blaOXA-94					mph(E)								sul1			TRUE	TRUE	TRUE	blaNDM-1	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST85-KL152	2018-08-08	2018	TRUE	TRUE
GCF_005280355.1	SAMN11554497	132	Acinetobacter baumannii	VB958	TRUE	2019	India		NCBI	4207397	0.39	0	7	2944648	2944648	538712	98.9	470	Acinetobacter baumannii	100	ST2	7	KL13	Good	OCL1	High	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-422|blaOXA-66					mph(E)|msr(E)								sul2	tet(B)		TRUE	TRUE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL13	2019-06-15	2019	TRUE	TRUE
GCF_005280375.1	SAMN11554995	82.28	Acinetobacter baumannii	VB1190	TRUE	2019	India		NCBI	3968665	0.39	0	3	3294487	3294487	657699	98.5	470	Acinetobacter baumannii	100	ST2	7	KL13	Good	OCL1	High	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-366|blaOXA-66					mph(E)|msr(E)								sul2	tet(B)		TRUE	TRUE	TRUE	blaNDM-1	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL13	2019-04-25	2019	TRUE	TRUE
GCF_005280415.1	SAMN11557585	28	Acinetobacter baumannii	VB35435	TRUE	2018	India		NCBI	4057956	0.389	0	2	4011931	4011931	4011931	96.6	470	Acinetobacter baumannii	100	ST575	7	KL12	High	OCL2	High	aph(3')-VIa	blaADC-25|blaCARB-2|blaOXA-144|blaOXA-23|blaPER-7																TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST575-KL12	2018-03-02	2018	TRUE	TRUE
GCF_010178645.1	SAMN13943347	268	Acinetobacter baumannii	BP5187	TRUE	2019	India	vellore	NCBI	3963568	0.388	0	119	268565	152104	16202	99.7	470	Acinetobacter baumannii	69.75	ST2	7	KL49	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)								sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL49	2019-07-09	2019	TRUE	TRUE
GCF_010178855.1	SAMN13943331	212	Acinetobacter baumannii	BA29413	TRUE	2019	India	vellore	NCBI	3857841	0.389	0	116	280810	106257	14977	99.5	470	Acinetobacter baumannii	75	ST2	7	KL12	Good	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)				catB8				sul1			TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL12	2019-10-25	2019	TRUE	TRUE
GCF_010179075.1	SAMN13943319	229	Acinetobacter baumannii	BA18786	TRUE	2019	India	vellore	NCBI	3877483	0.389	0	79	266748	140203	23660	99.8	470	Acinetobacter baumannii	78.48	ST2	7	KL3	Very high	OCL1	Good	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)									tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL3	2019-10-11	2019	TRUE	TRUE
GCF_010179135.1	SAMN13943315	222	Acinetobacter baumannii	BA16059	TRUE	2019	India	vellore	NCBI	4063775	0.389	0	164	363973	100539	10140	99.5	470	Acinetobacter baumannii	65.85	ST2	7	KL13	Perfect	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaPER-7					mph(E)|msr(E)				catB8|cmlA1			ARR-2	sul1|sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL13	2019-03-24	2019	TRUE	TRUE
GCF_010179145.1	SAMN13943314	203	Acinetobacter baumannii	BA14629	TRUE	2019	India	vellore	NCBI	4165665	0.389	0	87	574278	223048	26332	99.8	470	Acinetobacter baumannii	79.31	ST25	7	KL14	Perfect	OCL5	Very high	aac(3)-IIa|aac(6')-Ian|aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-64													sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST25-KL14	2019-11-06	2019	TRUE	TRUE
GCF_010179295.1	SAMN13943305	224	Acinetobacter baumannii	BA12115	TRUE	2019	India	vellore	NCBI	3913841	0.389	0	113	229377	90966	15323	99.5	470	Acinetobacter baumannii	77.88	ST2	7	KL12	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)								sul2			TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL12	2019-03-17	2019	TRUE	TRUE
GCF_010179355.1	SAMN13943306	225	Acinetobacter baumannii	BA12262-I	TRUE	2019	India	vellore	NCBI	3877988	0.389	0	87	245494	135492	20637	99.6	470	Acinetobacter baumannii	77.01	ST2	7	KL13	Perfect	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-66					mph(E)|msr(E)								sul2	tet(B)		TRUE	FALSE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL13	2019-12-16	2019	TRUE	TRUE
GCF_010179385.1	SAMN13943307	191	Acinetobacter baumannii	BA12262-II	TRUE	2019	India	vellore	NCBI	3876661	0.389	0	117	222185	75368	13587	99.2	470	Acinetobacter baumannii	76.92	ST2	7	KL13	Perfect	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-66					mph(E)|msr(E)								sul2	tet(B)		TRUE	FALSE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL13	2019-01-25	2019	TRUE	TRUE
GCF_010179435.1	SAMN13943301	197	Acinetobacter baumannii	BA10982	TRUE	2019	India	vellore	NCBI	3886756	0.389	0	91	245496	116845	20637	99.6	470	Acinetobacter baumannii	78.02	ST2	7	KL13	Perfect	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-66					mph(E)|msr(E)								sul2	tet(B)		TRUE	FALSE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL13	2019-06-11	2019	TRUE	TRUE
GCF_010179515.1	SAMN13943345	253	Acinetobacter baumannii	BP101	TRUE	2019	India	vellore	NCBI	3934322	0.39	0	179	364139	100539	9694	99.8	470	Acinetobacter baumannii	66.48	ST2	7	KL152	Good	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-66					mph(E)|msr(E)				catB8|cmlA1			ARR-2	sul1|sul2			TRUE	TRUE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL152	2019-06-27	2019	TRUE	TRUE
GCF_010499975.1	SAMN14001759	137	Acinetobacter baumannii	SP2090	TRUE	2019	India	vellore	NCBI	3894120	0.39	0	86	364138	133441	20426	99.8	470	Acinetobacter baumannii	74.42	ST2	7	KL234	Good	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-66					mph(E)|msr(E)				catB8				sul1|sul2			TRUE	TRUE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL234	2019-08-27	2019	TRUE	TRUE
GCF_010500035.1	SAMN14001765	125	Acinetobacter baumannii	SP2200	TRUE	2019	India	vellore	NCBI	3911596	0.389	0	96	256481	130861	20637	99.8	470	Acinetobacter baumannii	75	ST2	7	KL12	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)								sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL12	2019-09-16	2019	TRUE	TRUE
GCF_010500085.1	SAMN14001785	127	Acinetobacter baumannii	SP733	TRUE	2019	India	vellore	NCBI	3925167	0.39	0	147	364138	121630	13783	99.7	470	Acinetobacter baumannii	66.67	ST2	7	KL234	Good	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-66					mph(E)|msr(E)				catB8				sul1|sul2			TRUE	TRUE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL234	2019-12-24	2019	TRUE	TRUE
GCF_010500125.1	SAMN14001775	138	Acinetobacter baumannii	SP4203	TRUE	2019	India	vellore	NCBI	3992817	0.389	0	146	364139	117951	16538	99.8	470	Acinetobacter baumannii	62.33	ST2	7	KL12	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-66					mph(E)|msr(E)				catB8				sul1|sul2			TRUE	TRUE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL12	2019-03-31	2019	TRUE	TRUE
GCF_010500185.1	SAMN14001762	201	Acinetobacter baumannii	SP2139	TRUE	2019	India	vellore	NCBI	3910215	0.389	0	220	209792	45664	7048	98.5	470	Acinetobacter baumannii	77.73	ST2	7	KL12	Good	OCL1	Good	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)								sul2			TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL12	2019-05-18	2019	TRUE	TRUE
GCF_010500235.1	SAMN14001748	144	Acinetobacter baumannii	PM3665	TRUE	2019	India	new_delhi	NCBI	4020382	0.389	0	184	259794	81078	8802	99.7	470	Acinetobacter baumannii	88.04	ST10	7	KL9	Very high	OCL2	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-68					mph(E)|msr(E)				cmlA1			ARR-2	sul1|sul2	tet(B)		TRUE	TRUE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST10-KL9	2019-04-11	2019	TRUE	TRUE
GCF_010500255.1	SAMN14001753	183	Acinetobacter baumannii	PM6635	TRUE	2019	India	new_delhi	NCBI	3848873	0.389	0	147	200210	72475	11107	99	470	Acinetobacter baumannii	71.43	ST2	7	KL120	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL120	2019-03-06	2019	TRUE	TRUE
GCF_010500265.1	SAMN14001747	173	Acinetobacter baumannii	PM2700	TRUE	2019	India	new_delhi	NCBI	4093460	0.389	0	158	323517	109958	12500	99.7	470	Acinetobacter baumannii	58.23	ST2	7	KL12	Very high	OCL1	Very high	aac(3)-Ia|aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaPER-7					mph(E)|msr(E)				catB8|cmlA1			ARR-2	sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL12	2019-06-22	2019	TRUE	TRUE
GCF_010500335.1	SAMN14001756	178	Acinetobacter baumannii	SP161	TRUE	2019	India	vellore	NCBI	3803009	0.39	0	85	222184	118027	20878	99.6	470	Acinetobacter baumannii	75.29	ST2	7	KL13	Perfect	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-66					mph(E)|msr(E)								sul2	tet(B)		TRUE	FALSE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL13	2019-02-17	2019	TRUE	TRUE
GCF_010500455.1	SAMN14001743	131	Acinetobacter baumannii	PM2098	TRUE	2019	India	new_delhi	NCBI	4021377	0.389	0	171	259794	82749	11814	99.6	470	Acinetobacter baumannii	88.3	ST10	7	KL9	Very high	OCL2	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-68					mph(E)|msr(E)				cmlA1			ARR-2	sul1|sul2	tet(B)		TRUE	TRUE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST10-KL9	2019-01-26	2019	TRUE	TRUE
GCF_010500475.1	SAMN14001746	107	Acinetobacter baumannii	PM2696	TRUE	2019	India	new_delhi	NCBI	3952697	0.388	0	104	236432	113194	20637	99.4	470	Acinetobacter baumannii	71.15	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)								sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL3	2019-08-05	2019	TRUE	TRUE
GCF_010500485.1	SAMN14001777	134	Acinetobacter baumannii	SP473	TRUE	2019	India	vellore	NCBI	3875996	0.389	0	85	245494	118028	20879	99	470	Acinetobacter baumannii	75.29	ST2	7	KL13	Perfect	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-66					mph(E)|msr(E)								sul2	tet(B)		TRUE	FALSE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL13	2019-02-03	2019	TRUE	TRUE
GCF_010500515.1	SAMN14001744	180	Acinetobacter baumannii	PM2235	TRUE	2019	India	new_delhi	NCBI	3851430	0.389	0	88	245505	103605	19636	99.4	470	Acinetobacter baumannii	77.27	ST2	7	KL120	Very high	OCL1	Good	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL120	2019-11-25	2019	TRUE	TRUE
GCF_010500535.1	SAMN14001764	110	Acinetobacter baumannii	SP2181	TRUE	2019	India	vellore	NCBI	3862727	0.39	0	102	242128	121907	19424	99.7	470	Acinetobacter baumannii	70.59	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL3	2019-09-28	2019	TRUE	TRUE
GCF_010500565.1	SAMN14001751	126	Acinetobacter baumannii	PM4122	TRUE	2019	India	new_delhi	NCBI	4024742	0.389	0	162	259793	83149	11904	99.8	470	Acinetobacter baumannii	88.27	ST10	7	KL9	Very high	OCL2	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-68					mph(E)|msr(E)				cmlA1			ARR-2	sul1|sul2	tet(B)		TRUE	TRUE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST10-KL9	2019-06-06	2019	TRUE	TRUE
GCF_010500585.1	SAMN14001780	188	Acinetobacter baumannii	SP6045	TRUE	2019	India	vellore	NCBI	4136531	0.389	0	89	591220	164690	23064	99.8	470	Acinetobacter baumannii	74.16	ST149	7	KL125	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-104|blaOXA-23					mph(E)|msr(E)				cmlA1			ARR-2	sul1|sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST149-KL125	2019-05-08	2019	TRUE	TRUE
GCF_010500625.1	SAMN14001749	166	Acinetobacter baumannii	PM4086	TRUE	2019	India	new_delhi	NCBI	3963488	0.389	0	240	203785	53836	7628	98.2	470	Acinetobacter baumannii	72.08	ST2	7	KL234	Good	OCL1	Good	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)				catB8				sul1			TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL234	2019-01-09	2019	TRUE	TRUE
GCF_010500635.1	SAMN14001750	177	Acinetobacter baumannii	PM4095	TRUE	2019	India	new_delhi	NCBI	3939047	0.389	0	136	308414	149377	14838	99.5	470	Acinetobacter baumannii	69.85	ST2	7	KL234	Good	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66					mph(E)|msr(E)				catB8				sul1			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL234	2019-05-03	2019	TRUE	TRUE
GCF_011601365.1	SAMN14299432	195.495	Acinetobacter baumannii	BA22685	TRUE	2019	India	vellore	NCBI	4255339	0.389	0	82	589721	229133	18693	99.6	470	Acinetobacter baumannii	82.93	ST149	7	KL12	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-104|blaOXA-23|blaPER-7					mph(E)|msr(E)				cmlA1			ARR-2	sul1|sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST149-KL12	2019-08-06	2019	TRUE	TRUE
GCF_011601445.1	SAMN14299431	206.373	Acinetobacter baumannii	BA20688	TRUE	2019	India	vellore	NCBI	3958161	0.39	0	94	364203	121548	17521	99.7	470	Acinetobacter baumannii	71.28	ST2	7	KL12	Good	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-66					mph(E)|msr(E)				catB8|cmlA1			ARR-2	sul1|sul2			TRUE	TRUE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL12	2019-07-08	2019	TRUE	TRUE
GCF_011601485.1	SAMN14299425	182.935	Acinetobacter baumannii	BA6942	TRUE	2019	India	vellore	NCBI	3888901	0.39	0	78	256482	135491	23368	99.6	470	Acinetobacter baumannii	73.08	ST2	7	KL13	Perfect	OCL1	Good	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-66					mph(E)|msr(E)								sul2	tet(B)		TRUE	FALSE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL13	2019-06-06	2019	TRUE	TRUE
GCF_011601585.1	SAMN14299443	185.983	Acinetobacter baumannii	BA33390	TRUE	2019	India	vellore	NCBI	3958176	0.39	0	94	364203	121548	17521	99.7	470	Acinetobacter baumannii	71.28	ST2	7	KL12	Good	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-66					mph(E)|msr(E)				catB8|cmlA1			ARR-2	sul1|sul2			TRUE	TRUE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL12	2019-09-20	2019	TRUE	TRUE
GCF_011601765.1	SAMN14299450	181.122	Acinetobacter baumannii	SP20	TRUE	2019	India	vellore	NCBI	3889405	0.389	0	73	256482	135491	23368	99.6	470	Acinetobacter baumannii	76.71	ST2	7	KL13	Perfect	OCL1	Good	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-66					mph(E)|msr(E)								sul2	tet(B)		TRUE	FALSE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL13	2019-04-27	2019	TRUE	TRUE
GCF_011601845.1	SAMN14299454	185.804	Acinetobacter baumannii	SP411	TRUE	2019	India	vellore	NCBI	4019563	0.389	0	93	236149	130858	21914	99.8	470	Acinetobacter baumannii	70.97	ST2	7	KL9	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-66					mph(E)|msr(E)								sul2	tet(B)		TRUE	TRUE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL9	2019-05-04	2019	TRUE	TRUE
GCF_011601865.1	SAMN14299451	176.831	Acinetobacter baumannii	SP30	TRUE	2019	India	vellore	NCBI	3959983	0.389	0	77	272749	139172	21914	99.6	470	Acinetobacter baumannii	77.92	ST2	7	KL13	Perfect	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-66					mph(E)|msr(E)								sul2	tet(B)		TRUE	FALSE	TRUE	blaNDM-1	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL13	2019-10-21	2019	TRUE	TRUE
GCF_011601875.1	SAMN14299462	217.143	Acinetobacter baumannii	SP1649	TRUE	2019	India	vellore	NCBI	3882571	0.39	0	72	256604	135491	23368	99.6	470	Acinetobacter baumannii	77.78	ST2	7	KL13	Perfect	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-66					mph(E)|msr(E)								sul2	tet(B)		TRUE	FALSE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL13	2019-11-16	2019	TRUE	TRUE
GCF_011601885.1	SAMN14299463	171.881	Acinetobacter baumannii	SP1718	TRUE	2019	India	vellore	NCBI	3959010	0.389	0	86	245517	118027	21914	99.8	470	Acinetobacter baumannii	79.07	ST2	7	KL13	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-66					mph(E)|msr(E)								sul2	tet(B)		TRUE	FALSE	TRUE	blaNDM-1	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL13	2019-08-24	2019	TRUE	TRUE
GCF_011601935.1	SAMN14299446	185.756	Acinetobacter baumannii	BA35737	TRUE	2019	India	vellore	NCBI	3889456	0.39	0	72	256482	135491	23368	99.6	470	Acinetobacter baumannii	76.39	ST2	7	KL13	Perfect	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-66					mph(E)|msr(E)								sul2	tet(B)		TRUE	FALSE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	IN	ST2-KL13	2019-12-02	2019	TRUE	TRUE
